    n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
  296,         23089,           22804,             15,      43660,        22804,          31
  297,         23361,           23075,             15,      43956,        23075,          26
  298,         23540,           23253,              5,      44253,        23253,          31
  299,         23809,           23521,             15,      44551,        23521,          31
  300,         23995,           23706,             17,      44850,        23706,          14
  301,         24088,           23798,             15,      45150,        23798,          31
  302,         24180,           23889,             15,      45451,        23889,          31
  303,         24206,           23914,             15,      45753,        23914,          31
  304,         24402,           24109,             15,      46056,        24109,          15
  305,         24635,           24341,             31,      46360,        24341,          15
  306,         24919,           24624,             15,      46665,        24624,          31
  307,         25087,           24791,             19,      46971,        24791,          28
  308,         25171,           24874,             15,      47278,        24874,          15
  309,         25331,           25033,             15,      47586,        25033,          16
  310,         25474,           25175,             31,      47895,        25175,          15
  311,         25483,           25183,             15,      48205,        25183,          31
